cod_distr;nome_distr;ano;populacao_total;populacao_idosa;taxa_envelhecimento_perc;leitos_por_mil_hab
80003;Distrito Sintético 3;2024;79419;14330;18.04;4.27
80004;Distrito Sintético 4;2024;71861;10871;15.13;1.2
80005;Distrito Sintético 5;2024;87226;16032;18.38;3.74
80006;Distrito Sintético 6;2024;67965;13254;19.5;4.95
80007;Distrito Sintético 7;2024;86475;18557;21.46;0.94
80008;Distrito Sintético 8;2024;76948;12170;15.82;2.99
80009;Distrito Sintético 9;2024;74959;16200;21.61;4.0
80010;Distrito Sintético 10;2024;84522;21068;24.93;2.06
80011;Distrito Sintético 11;2024;85508;15622;18.27;0.88
80012;Distrito Sintético 12;2024;75531;14980;19.83;4.59
80013;Distrito Sintético 13;2024;83606;15906;19.02;2.94
80014;Distrito Sintético 14;2024;84815;18740;22.1;4.42
80015;Distrito Sintético 15;2024;79388;11336;14.28;3.62
80016;Distrito Sintético 16;2024;74018;15180;20.51;4.68
80017;Distrito Sintético 17;2024;81675;13408;16.42;1.21
80018;Distrito Sintético 18;2024;90287;19368;21.45;1.04
80019;Distrito Sintético 19;2024;89286;17594;19.71;1.98
80020;Distrito Sintético 20;2024;94265;17792;18.87;1.47
80021;Distrito Sintético 21;2024;86473;14143;16.36;0.89
80022;Distrito Sintético 22;2024;80416;16454;20.46;3.64
80023;Distrito Sintético 23;2024;78240;14131;18.06;1.48
80024;Distrito Sintético 24;2024;74510;17150;23.02;3.3
80025;Distrito Sintético 25;2024;75762;14853;19.6;2.08
80026;Distrito Sintético 26;2024;71453;15224;21.31;0.62
80027;Distrito Sintético 27;2024;70674;13501;19.1;1.81
80028;Distrito Sintético 28;2024;81070;19299;23.81;4.5
80029;Distrito Sintético 29;2024;68599;15472;22.55;3.3
80030;Distrito Sintético 30;2024;81706;19235;23.54;4.34
80031;Distrito Sintético 31;2024;80874;14209;17.57;3.78
80032;Distrito Sintético 32;2024;94644;16316;17.24;4.38
80033;Distrito Sintético 33;2024;77373;13438;17.37;0.92
80034;Distrito Sintético 34;2024;89654;18478;20.61;4.22
80035;Distrito Sintético 35;2024;85674;14031;16.38;2.16
80036;Distrito Sintético 36;2024;72917;16391;22.48;1.53
80037;Distrito Sintético 37;2024;81026;12916;15.94;2.31
80038;Distrito Sintético 38;2024;83254;13614;16.35;3.37
80039;Distrito Sintético 39;2024;79946;13563;16.97;2.48
80040;Distrito Sintético 40;2024;83048;13900;16.74;3.44
80041;Distrito Sintético 41;2024;73301;7787;10.62;2.84
80042;Distrito Sintético 42;2024;92067;10941;11.88;4.8
80043;Distrito Sintético 43;2024;85769;13242;15.44;0.98
80044;Distrito Sintético 44;2024;80710;12494;15.48;2.59
80045;Distrito Sintético 45;2024;71074;10422;14.66;1.02
80046;Distrito Sintético 46;2024;87179;14265;16.36;3.76
80047;Distrito Sintético 47;2024;78160;14527;18.59;4.44
80048;Distrito Sintético 48;2024;85677;13540;15.8;1.91
80049;Distrito Sintético 49;2024;80426;13926;17.32;3.17
80050;Distrito Sintético 50;2024;86017;14526;16.89;2.44
80051;Distrito Sintético 51;2024;83118;17801;21.42;1.23
80052;Distrito Sintético 52;2024;82522;13962;16.92;4.66
80053;Distrito Sintético 53;2024;88837;14458;16.27;1.64
80054;Distrito Sintético 54;2024;73046;14590;19.97;4.38
80055;Distrito Sintético 55;2024;91692;17909;19.53;2.26
80056;Distrito Sintético 56;2024;87033;20884;24.0;1.93
80057;Distrito Sintético 57;2024;77878;14591;18.74;3.16
80058;Distrito Sintético 58;2024;83873;16769;19.99;2.31
80059;Distrito Sintético 59;2024;72271;15187;21.01;2.69
80060;Distrito Sintético 60;2024;89587;17104;19.09;4.68
80061;Distrito Sintético 61;2024;71122;14118;19.85;3.96
80062;Distrito Sintético 62;2024;77338;11721;15.16;3.59
80063;Distrito Sintético 63;2024;72560;13366;18.42;4.16
80064;Distrito Sintético 64;2024;80777;13908;17.22;2.29
80065;Distrito Sintético 65;2024;87794;16007;18.23;3.2
80066;Distrito Sintético 66;2024;73371;12626;17.21;2.53
80067;Distrito Sintético 67;2024;72498;10762;14.84;3.7
80068;Distrito Sintético 68;2024;78137;13494;17.27;1.22
80069;Distrito Sintético 69;2024;67502;13993;20.73;3.25
80070;Distrito Sintético 70;2024;78779;11204;14.22;4.23
80071;Distrito Sintético 71;2024;88059;14232;16.16;0.74
80072;Distrito Sintético 72;2024;89013;14236;15.99;3.29
80073;Distrito Sintético 73;2024;86574;17911;20.69;1.04
80074;Distrito Sintético 74;2024;79747;20206;25.34;1.05
80075;Distrito Sintético 75;2024;82074;16189;19.72;1.12
80076;Distrito Sintético 76;2024;85826;16929;19.72;0.87
80077;Distrito Sintético 77;2024;85454;11879;13.9;4.55
80078;Distrito Sintético 78;2024;82130;13532;16.48;4.76
80079;Distrito Sintético 79;2024;71313;13241;18.57;2.7
80080;Distrito Sintético 80;2024;68574;11607;16.93;1.85
80081;Distrito Sintético 81;2024;93246;18240;19.56;1.8
80082;Distrito Sintético 82;2024;78410;16827;21.46;4.53
80083;Distrito Sintético 83;2024;76069;11015;14.48;2.95
80084;Distrito Sintético 84;2024;84151;15832;18.81;3.46
80085;Distrito Sintético 85;2024;82708;20652;24.97;4.11
80086;Distrito Sintético 86;2024;87730;15527;17.7;1.54
80087;Distrito Sintético 87;2024;79901;16120;20.17;1.85
80088;Distrito Sintético 88;2024;75681;18658;24.65;0.72
80089;Distrito Sintético 89;2024;82094;16384;19.96;1.11
80090;Distrito Sintético 90;2024;76025;13884;18.26;3.76
80091;Distrito Sintético 91;2024;79043;13409;16.96;2.58
80092;Distrito Sintético 92;2024;81630;17261;21.15;0.52
80093;Distrito Sintético 93;2024;70717;14618;20.67;0.71
80094;Distrito Sintético 94;2024;74363;15827;21.28;4.63
80095;Distrito Sintético 95;2024;91457;14693;16.07;3.04
80096;Distrito Sintético 96;2024;89136;17764;19.93;2.67
80001;Distrito Sintético 1;2025;85215;12316;14.45;4.77
80002;Distrito Sintético 2;2025;90949;15866;17.44;3.33
80003;Distrito Sintético 3;2025;77719;18007;23.17;2.37
80004;Distrito Sintético 4;2025;75414;15481;20.53;1.52
80005;Distrito Sintético 5;2025;91928;16255;17.68;1.06
80006;Distrito Sintético 6;2025;82664;16425;19.87;1.08
80007;Distrito Sintético 7;2025;87764;18220;20.76;1.92
80008;Distrito Sintético 8;2025;86669;15573;17.97;4.75
80009;Distrito Sintético 9;2025;76128;13216;17.36;4.63
80010;Distrito Sintético 10;2025;69604;11273;16.2;4.24
80011;Distrito Sintético 11;2025;63286;20265;32.02;2.53
80012;Distrito Sintético 12;2025;75229;14879;19.78;1.0
80013;Distrito Sintético 13;2025;77900;17085;21.93;2.28
80014;Distrito Sintético 14;2025;84669;18377;21.7;4.63
80015;Distrito Sintético 15;2025;78847;11111;14.09;2.45
80016;Distrito Sintético 16;2025;81647;18148;22.23;4.41
80017;Distrito Sintético 17;2025;79162;14995;18.94;4.77
80018;Distrito Sintético 18;2025;86754;20721;23.88;0.8
80019;Distrito Sintético 19;2025;86245;14132;16.39;2.31
80020;Distrito Sintético 20;2025;93967;16355;17.41;4.96
80021;Distrito Sintético 21;2025;89288;15054;16.86;0.73
80022;Distrito Sintético 22;2025;79171;14558;18.39;1.7
80023;Distrito Sintético 23;2025;84292;15267;18.11;2.02
80024;Distrito Sintético 24;2025;84685;13644;16.11;2.97
80025;Distrito Sintético 25;2025;88808;17017;19.16;3.56
80026;Distrito Sintético 26;2025;82283;13668;16.61;3.86
80027;Distrito Sintético 27;2025;78184;17923;22.92;2.86
80028;Distrito Sintético 28;2025;73300;16855;22.99;3.44
80029;Distrito Sintético 29;2025;87885;16258;18.5;4.04
80030;Distrito Sintético 30;2025;89202;20956;23.49;4.11
80031;Distrito Sintético 31;2025;83513;14943;17.89;1.7
80032;Distrito Sintético 32;2025;85263;11726;13.75;1.11
80033;Distrito Sintético 33;2025;85284;19063;22.35;2.04
80034;Distrito Sintético 34;2025;84844;18340;21.62;4.56
80035;Distrito Sintético 35;2025;94526;17810;18.84;3.8
80036;Distrito Sintético 36;2025;76825;10542;13.72;3.86
80037;Distrito Sintético 37;2025;79932;15120;18.92;2.8
80038;Distrito Sintético 38;2025;90272;19536;21.64;1.81
80039;Distrito Sintético 39;2025;82073;16800;20.47;2.09
80040;Distrito Sintético 40;2025;79358;14692;18.51;2.76
80041;Distrito Sintético 41;2025;93282;13432;14.4;3.02
80042;Distrito Sintético 42;2025;79303;20857;26.3;4.95
80043;Distrito Sintético 43;2025;80819;15161;18.76;1.82
80044;Distrito Sintético 44;2025;70819;14769;20.85;0.98
80045;Distrito Sintético 45;2025;88693;17050;19.22;2.38
80046;Distrito Sintético 46;2025;84100;12076;14.36;4.48
80047;Distrito Sintético 47;2025;73216;20140;27.51;2.72
80048;Distrito Sintético 48;2025;61846;10113;16.35;2.37
80049;Distrito Sintético 49;2025;80471;12115;15.06;4.77
80050;Distrito Sintético 50;2025;83227;14122;16.97;2.5
80051;Distrito Sintético 51;2025;75426;16715;22.16;4.87
80052;Distrito Sintético 52;2025;87479;13344;15.25;4.77
80053;Distrito Sintético 53;2025;82350;11306;13.73;2.04
80054;Distrito Sintético 54;2025;81053;15146;18.69;1.27
80055;Distrito Sintético 55;2025;82477;14975;18.16;4.27
80056;Distrito Sintético 56;2025;91601;16407;17.91;0.91
80057;Distrito Sintético 57;2025;90733;13217;14.57;2.6
80058;Distrito Sintético 58;2025;79614;14230;17.87;2.93
80059;Distrito Sintético 59;2025;85382;18429;21.58;1.46
80060;Distrito Sintético 60;2025;74733;13418;17.95;1.32
80061;Distrito Sintético 61;2025;83333;16731;20.08;0.85
80062;Distrito Sintético 62;2025;86194;17778;20.63;2.21
80063;Distrito Sintético 63;2025;75566;9892;13.09;2.92
80064;Distrito Sintético 64;2025;78844;15713;19.93;0.99
80065;Distrito Sintético 65;2025;76897;14007;18.22;2.36
80066;Distrito Sintético 66;2025;84182;16491;19.59;2.17
80067;Distrito Sintético 67;2025;80305;14984;18.66;4.31
80068;Distrito Sintético 68;2025;72949;13274;18.2;2.26
80069;Distrito Sintético 69;2025;88738;13897;15.66;1.84
80070;Distrito Sintético 70;2025;70063;12562;17.93;4.84
80071;Distrito Sintético 71;2025;70471;10342;14.68;2.87
80072;Distrito Sintético 72;2025;84664;13930;16.45;2.03
80073;Distrito Sintético 73;2025;85144;13935;16.37;3.86
80074;Distrito Sintético 74;2025;75147;10139;13.49;3.15
80075;Distrito Sintético 75;2025;88438;16979;19.2;4.63
80076;Distrito Sintético 76;2025;88429;16098;18.2;0.79
80077;Distrito Sintético 77;2025;71103;11238;15.81;1.8
80078;Distrito Sintético 78;2025;82530;13463;16.31;3.44
80079;Distrito Sintético 79;2025;82270;13307;16.17;2.19
80080;Distrito Sintético 80;2025;73130;13328;18.23;4.94
80081;Distrito Sintético 81;2025;78636;14517;18.46;3.87
80082;Distrito Sintético 82;2025;75644;16146;21.34;3.0
80083;Distrito Sintético 83;2025;78288;16441;21.0;2.45
80084;Distrito Sintético 84;2025;75208;12589;16.74;3.64
80085;Distrito Sintético 85;2025;84581;11120;13.15;1.86
80086;Distrito Sintético 86;2025;77676;14654;18.87;4.18
80087;Distrito Sintético 87;2025;79924;14136;17.69;1.32
80088;Distrito Sintético 88;2025;84343;17176;20.36;2.12
80089;Distrito Sintético 89;2025;65139;12829;19.69;1.33
80090;Distrito Sintético 90;2025;88674;13530;15.26;4.44
80091;Distrito Sintético 91;2025;86017;14157;16.46;3.37
80092;Distrito Sintético 92;2025;66284;14476;21.84;0.55
80093;Distrito Sintético 93;2025;85479;20558;24.05;0.57
80094;Distrito Sintético 94;2025;79643;16784;21.07;1.11
80095;Distrito Sintético 95;2025;75918;11754;15.48;0.87
80096;Distrito Sintético 96;2025;83737;13614;16.26;1.44
80001;Distrito Sintético 1;2026;82458;16276;19.74;1.32
80002;Distrito Sintético 2;2026;85427;15665;18.34;4.64
80003;Distrito Sintético 3;2026;82926;13167;15.88;4.34
80004;Distrito Sintético 4;2026;71983;17062;23.7;1.97
80005;Distrito Sintético 5;2026;80017;13150;16.43;4.75
80006;Distrito Sintético 6;2026;79686;16958;21.28;2.31
80007;Distrito Sintético 7;2026;82054;17231;21.0;2.78
80008;Distrito Sintético 8;2026;64909;13311;20.51;0.94
80009;Distrito Sintético 9;2026;83076;13958;16.8;3.32
80010;Distrito Sintético 10;2026;84077;15822;18.82;0.55
80011;Distrito Sintético 11;2026;75817;10055;13.26;2.97
80012;Distrito Sintético 12;2026;71602;16136;22.54;4.84
80013;Distrito Sintético 13;2026;76738;14099;18.37;3.77
80014;Distrito Sintético 14;2026;76631;18045;23.55;2.6
80015;Distrito Sintético 15;2026;80573;17192;21.34;1.2
80016;Distrito Sintético 16;2026;74167;12833;17.3;1.01
80017;Distrito Sintético 17;2026;79462;15321;19.28;3.34
80018;Distrito Sintético 18;2026;76365;17048;22.32;1.9
80019;Distrito Sintético 19;2026;79186;14834;18.73;1.03
80020;Distrito Sintético 20;2026;77796;13687;17.59;1.27
80021;Distrito Sintético 21;2026;82223;16556;20.14;3.96
80022;Distrito Sintético 22;2026;81727;16789;20.54;2.19
80023;Distrito Sintético 23;2026;85325;12927;15.15;1.06
80024;Distrito Sintético 24;2026;94720;13330;14.07;2.18
80025;Distrito Sintético 25;2026;94275;20548;21.8;3.34
80026;Distrito Sintético 26;2026;90598;14282;15.76;1.59
80027;Distrito Sintético 27;2026;81096;14913;18.39;3.69
80028;Distrito Sintético 28;2026;75730;15253;20.14;4.89
80029;Distrito Sintético 29;2026;78083;14785;18.93;0.61
80030;Distrito Sintético 30;2026;71498;15072;21.08;0.93
80031;Distrito Sintético 31;2026;75002;15584;20.78;4.39
80032;Distrito Sintético 32;2026;70775;15933;22.51;3.54
80033;Distrito Sintético 33;2026;86391;16156;18.7;4.05
80034;Distrito Sintético 34;2026;74536;14814;19.87;2.46
80035;Distrito Sintético 35;2026;85946;18315;21.31;3.24
80036;Distrito Sintético 36;2026;81140;12804;15.78;4.7
80037;Distrito Sintético 37;2026;86110;19011;22.08;3.26
80038;Distrito Sintético 38;2026;80722;13694;16.96;3.5
80039;Distrito Sintético 39;2026;86040;16791;19.52;2.61
80040;Distrito Sintético 40;2026;86130;14011;16.27;1.78
80041;Distrito Sintético 41;2026;70248;10345;14.73;4.15
80042;Distrito Sintético 42;2026;83625;16653;19.91;2.93
80043;Distrito Sintético 43;2026;80606;17635;21.88;1.26
80044;Distrito Sintético 44;2026;81104;17176;21.18;3.73
80045;Distrito Sintético 45;2026;72673;12276;16.89;1.54
80046;Distrito Sintético 46;2026;83809;16288;19.43;4.28
80047;Distrito Sintético 47;2026;82525;15601;18.9;1.22
80048;Distrito Sintético 48;2026;81253;13006;16.01;1.94
80049;Distrito Sintético 49;2026;80030;16318;20.39;2.82
80050;Distrito Sintético 50;2026;90503;16453;18.18;1.64
80051;Distrito Sintético 51;2026;69987;13818;19.74;2.18
80052;Distrito Sintético 52;2026;79593;10275;12.91;2.45
80053;Distrito Sintético 53;2026;89022;15315;17.2;4.11
80054;Distrito Sintético 54;2026;82378;13980;16.97;1.47
80055;Distrito Sintético 55;2026;87019;17237;19.81;3.5
80056;Distrito Sintético 56;2026;81056;15022;18.53;2.82
80057;Distrito Sintético 57;2026;82377;14179;17.21;2.26
80058;Distrito Sintético 58;2026;74405;16086;21.62;2.53
80059;Distrito Sintético 59;2026;79411;13972;17.59;3.12
80060;Distrito Sintético 60;2026;73980;12621;17.06;0.82
80061;Distrito Sintético 61;2026;99335;16470;16.58;3.86
80062;Distrito Sintético 62;2026;86571;14796;17.09;3.25
80063;Distrito Sintético 63;2026;74745;12116;16.21;4.32
80064;Distrito Sintético 64;2026;77010;13095;17.0;1.93
80065;Distrito Sintético 65;2026;73754;11450;15.52;1.95
80066;Distrito Sintético 66;2026;72772;11475;15.77;0.96
80067;Distrito Sintético 67;2026;92624;16037;17.31;4.06
80068;Distrito Sintético 68;2026;78828;11487;14.57;2.43
80069;Distrito Sintético 69;2026;87607;17684;20.19;3.64
80070;Distrito Sintético 70;2026;81743;16150;19.76;4.07
80071;Distrito Sintético 71;2026;90889;15442;16.99;1.9
80072;Distrito Sintético 72;2026;79752;14688;18.42;3.41
80073;Distrito Sintético 73;2026;84664;16885;19.94;4.6
80074;Distrito Sintético 74;2026;87943;16268;18.5;1.02
80075;Distrito Sintético 75;2026;87830;16383;18.65;3.35
80076;Distrito Sintético 76;2026;80760;16383;20.29;1.81
80077;Distrito Sintético 77;2026;80422;15867;19.73;1.71
80078;Distrito Sintético 78;2026;91561;13538;14.79;1.12
80079;Distrito Sintético 79;2026;89425;14816;16.57;4.83
80080;Distrito Sintético 80;2026;93584;13971;14.93;1.67
80081;Distrito Sintético 81;2026;91655;15595;17.01;2.18
80082;Distrito Sintético 82;2026;72067;10533;14.62;4.76
80083;Distrito Sintético 83;2026;78607;14681;18.68;3.12
80084;Distrito Sintético 84;2026;80726;15640;19.37;1.4
80085;Distrito Sintético 85;2026;77901;12335;15.83;4.06
80086;Distrito Sintético 86;2026;90857;18455;20.31;2.02
80087;Distrito Sintético 87;2026;73382;13310;18.14;0.92
80088;Distrito Sintético 88;2026;93063;20749;22.3;4.67
80089;Distrito Sintético 89;2026;83956;17393;20.72;2.96
80090;Distrito Sintético 90;2026;84714;14690;17.34;3.71
80091;Distrito Sintético 91;2026;80120;14972;18.69;1.37
80092;Distrito Sintético 92;2026;82928;10188;12.29;4.21
80093;Distrito Sintético 93;2026;77395;16492;21.31;4.43
80094;Distrito Sintético 94;2026;68728;13064;19.01;3.16
80095;Distrito Sintético 95;2026;82747;17248;20.84;4.07
80096;Distrito Sintético 96;2026;72035;14404;20.0;0.6
