cod_distr;nome_distr;ano;taxa_envelhecimento_perc;leitos_por_mil_hab;cobertura_esf_perc;indice_vulnerabilidade
80017;Distrito Sintético 17;2023;22.1;2.73;31.75;0.313
80018;Distrito Sintético 18;2023;16.37;1.98;73.54;0.585
80019;Distrito Sintético 19;2023;11.95;3.35;70.58;0.341
80020;Distrito Sintético 20;2023;19.78;2.47;86.58;0.2
80021;Distrito Sintético 21;2023;14.72;2.29;36.68;0.209
80022;Distrito Sintético 22;2023;18.34;1.05;60.54;0.807
80023;Distrito Sintético 23;2023;19.5;0.86;94.72;0.85
80024;Distrito Sintético 24;2023;15.52;2.53;85.47;0.352
80025;Distrito Sintético 25;2023;18.39;3.71;64.37;0.57
80026;Distrito Sintético 26;2023;16.97;3.84;34.92;0.881
80027;Distrito Sintético 27;2023;23.81;4.97;58.81;0.112
80028;Distrito Sintético 28;2023;15.72;1.66;85.01;0.323
80029;Distrito Sintético 29;2023;18.32;0.99;43.57;0.77
80030;Distrito Sintético 30;2023;15.47;4.27;61.59;0.381
80031;Distrito Sintético 31;2023;21.63;2.12;35.9;0.738
80032;Distrito Sintético 32;2023;23.37;1.79;67.96;0.218
80033;Distrito Sintético 33;2023;19.3;4.76;38.43;0.331
80034;Distrito Sintético 34;2023;16.26;4.3;41.74;0.57
80035;Distrito Sintético 35;2023;20.52;4.46;79.4;0.412
80036;Distrito Sintético 36;2023;25.25;4.52;81.02;0.201
80037;Distrito Sintético 37;2023;19.35;2.01;60.02;0.221
80038;Distrito Sintético 38;2023;17.76;4.86;76.64;0.384
80039;Distrito Sintético 39;2023;14.53;3.2;71.5;0.527
80040;Distrito Sintético 40;2023;16.23;1.33;66.26;0.386
80041;Distrito Sintético 41;2023;17.05;4.73;69.25;0.112
80042;Distrito Sintético 42;2023;21.87;0.84;75.13;0.63
80043;Distrito Sintético 43;2023;18.51;1.15;63.37;0.517
80044;Distrito Sintético 44;2023;20.29;2.92;73.38;0.319
80045;Distrito Sintético 45;2023;22.01;4.77;59.23;0.15
80046;Distrito Sintético 46;2023;16.57;2.78;53.46;0.163
80047;Distrito Sintético 47;2023;16.27;0.56;34.31;0.833
80048;Distrito Sintético 48;2023;17.47;0.93;46.38;0.243
80049;Distrito Sintético 49;2023;20.71;1.31;80.57;0.43
80050;Distrito Sintético 50;2023;19.77;3.59;30.58;0.88
80051;Distrito Sintético 51;2023;17.0;2.08;94.66;0.542
80052;Distrito Sintético 52;2023;16.51;1.73;41.97;0.897
80053;Distrito Sintético 53;2023;16.42;1.74;38.84;0.185
80054;Distrito Sintético 54;2023;17.48;2.51;59.33;0.795
80055;Distrito Sintético 55;2023;19.91;1.35;85.01;0.42
80056;Distrito Sintético 56;2023;19.5;1.25;56.77;0.349
80057;Distrito Sintético 57;2023;16.48;1.69;72.3;0.608
80058;Distrito Sintético 58;2023;17.53;4.11;47.23;0.48
80059;Distrito Sintético 59;2023;20.3;0.99;63.63;0.286
80060;Distrito Sintético 60;2023;16.4;3.74;55.16;0.632
80061;Distrito Sintético 61;2023;18.58;1.87;84.82;0.558
80062;Distrito Sintético 62;2023;10.92;3.32;93.36;0.47
80063;Distrito Sintético 63;2023;14.99;3.07;92.58;0.566
80064;Distrito Sintético 64;2023;16.83;1.39;39.42;0.889
80065;Distrito Sintético 65;2023;18.33;0.69;85.24;0.663
80066;Distrito Sintético 66;2023;16.5;2.44;91.48;0.44
80067;Distrito Sintético 67;2023;17.37;3.76;43.81;0.498
80068;Distrito Sintético 68;2023;19.4;1.14;91.75;0.354
80069;Distrito Sintético 69;2023;20.04;1.9;64.43;0.205
80070;Distrito Sintético 70;2023;22.38;4.87;85.56;0.425
80071;Distrito Sintético 71;2023;16.07;1.68;73.45;0.788
80072;Distrito Sintético 72;2023;17.99;2.44;48.7;0.752
80073;Distrito Sintético 73;2023;18.48;1.94;41.55;0.837
80074;Distrito Sintético 74;2023;21.89;4.07;81.74;0.496
80075;Distrito Sintético 75;2023;21.06;0.8;89.97;0.112
80076;Distrito Sintético 76;2023;20.63;1.3;86.6;0.458
80077;Distrito Sintético 77;2023;23.06;0.75;56.86;0.168
80078;Distrito Sintético 78;2023;15.68;2.88;45.87;0.312
80079;Distrito Sintético 79;2023;19.62;1.29;65.01;0.566
80080;Distrito Sintético 80;2023;17.57;1.94;75.31;0.269
80081;Distrito Sintético 81;2023;18.17;1.19;47.21;0.301
80082;Distrito Sintético 82;2023;25.11;3.14;49.79;0.56
80083;Distrito Sintético 83;2023;14.71;2.53;58.93;0.759
80084;Distrito Sintético 84;2023;25.17;3.08;90.11;0.401
80085;Distrito Sintético 85;2023;20.37;1.09;31.44;0.272
80086;Distrito Sintético 86;2023;15.88;3.97;81.44;0.344
80087;Distrito Sintético 87;2023;21.21;1.38;65.61;0.894
80088;Distrito Sintético 88;2023;19.3;0.65;31.39;0.731
80089;Distrito Sintético 89;2023;19.31;3.45;93.63;0.671
80090;Distrito Sintético 90;2023;21.28;4.68;76.32;0.118
80091;Distrito Sintético 91;2023;20.46;3.2;54.83;0.767
80092;Distrito Sintético 92;2023;18.41;1.05;78.15;0.654
80093;Distrito Sintético 93;2023;24.16;1.48;38.63;0.26
80094;Distrito Sintético 94;2023;16.09;3.57;86.73;0.674
80095;Distrito Sintético 95;2023;15.72;4.39;73.12;0.488
80096;Distrito Sintético 96;2023;18.87;4.63;64.41;0.482
80001;Distrito Sintético 1;2024;21.78;0.87;80.94;0.433
80002;Distrito Sintético 2;2024;22.22;4.14;57.14;0.899
80003;Distrito Sintético 3;2024;18.04;4.27;74.14;0.291
80004;Distrito Sintético 4;2024;15.13;1.2;85.13;0.222
80005;Distrito Sintético 5;2024;18.38;3.74;57.99;0.256
80006;Distrito Sintético 6;2024;19.5;4.95;46.53;0.128
80007;Distrito Sintético 7;2024;21.46;0.94;86.81;0.309
80008;Distrito Sintético 8;2024;15.82;2.99;65.57;0.792
80009;Distrito Sintético 9;2024;21.61;4.0;62.31;0.222
80010;Distrito Sintético 10;2024;24.93;2.06;94.46;0.262
80011;Distrito Sintético 11;2024;18.27;0.88;49.22;0.804
80012;Distrito Sintético 12;2024;19.83;4.59;58.14;0.654
80013;Distrito Sintético 13;2024;19.02;2.94;41.34;0.869
80014;Distrito Sintético 14;2024;22.1;4.42;69.66;0.315
80015;Distrito Sintético 15;2024;14.28;3.62;90.81;0.688
80016;Distrito Sintético 16;2024;20.51;4.68;76.89;0.307
80017;Distrito Sintético 17;2024;16.42;1.21;37.65;0.617
80018;Distrito Sintético 18;2024;21.45;1.04;51.38;0.661
80019;Distrito Sintético 19;2024;19.71;1.98;94.41;0.226
80020;Distrito Sintético 20;2024;18.87;1.47;65.66;0.352
80021;Distrito Sintético 21;2024;16.36;0.89;68.2;0.727
80022;Distrito Sintético 22;2024;20.46;3.64;36.85;0.555
80023;Distrito Sintético 23;2024;18.06;1.48;82.89;0.463
80024;Distrito Sintético 24;2024;23.02;3.3;80.59;0.202
80025;Distrito Sintético 25;2024;19.6;2.08;94.08;0.558
80026;Distrito Sintético 26;2024;21.31;0.62;45.3;0.7
80027;Distrito Sintético 27;2024;19.1;1.81;64.99;0.617
80028;Distrito Sintético 28;2024;23.81;4.5;52.9;0.105
80029;Distrito Sintético 29;2024;22.55;3.3;65.65;0.845
80030;Distrito Sintético 30;2024;23.54;4.34;58.52;0.87
80031;Distrito Sintético 31;2024;17.57;3.78;61.89;0.785
80032;Distrito Sintético 32;2024;17.24;4.38;88.07;0.249
80033;Distrito Sintético 33;2024;17.37;0.92;49.72;0.488
80034;Distrito Sintético 34;2024;20.61;4.22;63.33;0.763
80035;Distrito Sintético 35;2024;16.38;2.16;61.96;0.476
80036;Distrito Sintético 36;2024;22.48;1.53;65.46;0.452
80037;Distrito Sintético 37;2024;15.94;2.31;44.54;0.627
80038;Distrito Sintético 38;2024;16.35;3.37;48.53;0.834
80039;Distrito Sintético 39;2024;16.97;2.48;79.63;0.608
80040;Distrito Sintético 40;2024;16.74;3.44;87.36;0.757
80041;Distrito Sintético 41;2024;10.62;2.84;87.33;0.313
80042;Distrito Sintético 42;2024;11.88;4.8;63.19;0.589
80043;Distrito Sintético 43;2024;15.44;0.98;74.28;0.533
80044;Distrito Sintético 44;2024;15.48;2.59;69.5;0.128
80045;Distrito Sintético 45;2024;14.66;1.02;86.57;0.415
80046;Distrito Sintético 46;2024;16.36;3.76;40.84;0.632
80047;Distrito Sintético 47;2024;18.59;4.44;72.32;0.614
80048;Distrito Sintético 48;2024;15.8;1.91;59.35;0.784
80049;Distrito Sintético 49;2024;17.32;3.17;93.82;0.648
80050;Distrito Sintético 50;2024;16.89;2.44;85.07;0.636
80051;Distrito Sintético 51;2024;21.42;1.23;46.22;0.332
80052;Distrito Sintético 52;2024;16.92;4.66;36.92;0.163
80053;Distrito Sintético 53;2024;16.27;1.64;55.36;0.186
80054;Distrito Sintético 54;2024;19.97;4.38;80.16;0.378
80055;Distrito Sintético 55;2024;19.53;2.26;89.96;0.24
80056;Distrito Sintético 56;2024;24.0;1.93;41.34;0.694
80057;Distrito Sintético 57;2024;18.74;3.16;93.42;0.528
80058;Distrito Sintético 58;2024;19.99;2.31;80.06;0.189
80059;Distrito Sintético 59;2024;21.01;2.69;75.33;0.292
80060;Distrito Sintético 60;2024;19.09;4.68;64.95;0.606
80061;Distrito Sintético 61;2024;19.85;3.96;32.77;0.652
80062;Distrito Sintético 62;2024;15.16;3.59;60.42;0.711
80063;Distrito Sintético 63;2024;18.42;4.16;82.74;0.104
80064;Distrito Sintético 64;2024;17.22;2.29;72.44;0.63
80065;Distrito Sintético 65;2024;18.23;3.2;49.33;0.217
80066;Distrito Sintético 66;2024;17.21;2.53;83.27;0.501
80067;Distrito Sintético 67;2024;14.84;3.7;33.18;0.249
80068;Distrito Sintético 68;2024;17.27;1.22;73.72;0.151
80069;Distrito Sintético 69;2024;20.73;3.25;58.3;0.646
80070;Distrito Sintético 70;2024;14.22;4.23;70.36;0.827
80071;Distrito Sintético 71;2024;16.16;0.74;58.7;0.301
80072;Distrito Sintético 72;2024;15.99;3.29;79.94;0.168
80073;Distrito Sintético 73;2024;20.69;1.04;76.51;0.852
80074;Distrito Sintético 74;2024;25.34;1.05;30.85;0.327
80075;Distrito Sintético 75;2024;19.72;1.12;58.92;0.831
80076;Distrito Sintético 76;2024;19.72;0.87;76.01;0.483
80077;Distrito Sintético 77;2024;13.9;4.55;41.77;0.356
80078;Distrito Sintético 78;2024;16.48;4.76;66.87;0.519
80079;Distrito Sintético 79;2024;18.57;2.7;81.2;0.337
80080;Distrito Sintético 80;2024;16.93;1.85;40.33;0.892
80081;Distrito Sintético 81;2024;19.56;1.8;74.3;0.876
80082;Distrito Sintético 82;2024;21.46;4.53;48.67;0.345
80083;Distrito Sintético 83;2024;14.48;2.95;36.9;0.723
80084;Distrito Sintético 84;2024;18.81;3.46;70.65;0.863
80085;Distrito Sintético 85;2024;24.97;4.11;69.5;0.759
80086;Distrito Sintético 86;2024;17.7;1.54;85.86;0.826
80087;Distrito Sintético 87;2024;20.17;1.85;50.97;0.303
80088;Distrito Sintético 88;2024;24.65;0.72;59.11;0.358
80089;Distrito Sintético 89;2024;19.96;1.11;55.58;0.109
80090;Distrito Sintético 90;2024;18.26;3.76;73.84;0.511
80091;Distrito Sintético 91;2024;16.96;2.58;60.72;0.334
80092;Distrito Sintético 92;2024;21.15;0.52;40.82;0.29
80093;Distrito Sintético 93;2024;20.67;0.71;91.41;0.159
80094;Distrito Sintético 94;2024;21.28;4.63;86.7;0.495
80095;Distrito Sintético 95;2024;16.07;3.04;89.54;0.451
80096;Distrito Sintético 96;2024;19.93;2.67;89.43;0.8
80001;Distrito Sintético 1;2025;14.45;4.77;54.42;0.208
80002;Distrito Sintético 2;2025;17.44;3.33;87.58;0.804
80003;Distrito Sintético 3;2025;23.17;2.37;42.98;0.534
80004;Distrito Sintético 4;2025;20.53;1.52;68.88;0.262
80005;Distrito Sintético 5;2025;17.68;1.06;82.39;0.484
80006;Distrito Sintético 6;2025;19.87;1.08;56.16;0.665
80007;Distrito Sintético 7;2025;20.76;1.92;54.23;0.714
80008;Distrito Sintético 8;2025;17.97;4.75;67.71;0.833
80009;Distrito Sintético 9;2025;17.36;4.63;69.22;0.857
80010;Distrito Sintético 10;2025;16.2;4.24;56.7;0.639
80011;Distrito Sintético 11;2025;32.02;2.53;64.85;0.427
80012;Distrito Sintético 12;2025;19.78;1.0;51.22;0.728
80013;Distrito Sintético 13;2025;21.93;2.28;47.82;0.308
80014;Distrito Sintético 14;2025;21.7;4.63;47.34;0.384
80015;Distrito Sintético 15;2025;14.09;2.45;41.22;0.356
80016;Distrito Sintético 16;2025;22.23;4.41;83.23;0.464
80017;Distrito Sintético 17;2025;18.94;4.77;81.45;0.886
80018;Distrito Sintético 18;2025;23.88;0.8;35.57;0.58
80019;Distrito Sintético 19;2025;16.39;2.31;64.44;0.481
80020;Distrito Sintético 20;2025;17.41;4.96;55.98;0.454
80021;Distrito Sintético 21;2025;16.86;0.73;69.74;0.325
80022;Distrito Sintético 22;2025;18.39;1.7;94.78;0.708
80023;Distrito Sintético 23;2025;18.11;2.02;59.55;0.451
80024;Distrito Sintético 24;2025;16.11;2.97;30.33;0.6
80025;Distrito Sintético 25;2025;19.16;3.56;33.55;0.822
80026;Distrito Sintético 26;2025;16.61;3.86;33.69;0.114
80027;Distrito Sintético 27;2025;22.92;2.86;58.76;0.359
80028;Distrito Sintético 28;2025;22.99;3.44;84.41;0.733
80029;Distrito Sintético 29;2025;18.5;4.04;61.84;0.679
80030;Distrito Sintético 30;2025;23.49;4.11;60.57;0.481
80031;Distrito Sintético 31;2025;17.89;1.7;36.68;0.26
80032;Distrito Sintético 32;2025;13.75;1.11;71.81;0.397
80033;Distrito Sintético 33;2025;22.35;2.04;59.07;0.464
80034;Distrito Sintético 34;2025;21.62;4.56;65.13;0.62
80035;Distrito Sintético 35;2025;18.84;3.8;76.11;0.296
80036;Distrito Sintético 36;2025;13.72;3.86;82.48;0.805
80037;Distrito Sintético 37;2025;18.92;2.8;92.01;0.347
80038;Distrito Sintético 38;2025;21.64;1.81;91.32;0.14
80039;Distrito Sintético 39;2025;20.47;2.09;81.12;0.214
80040;Distrito Sintético 40;2025;18.51;2.76;82.91;0.851
80041;Distrito Sintético 41;2025;14.4;3.02;53.31;0.278
80042;Distrito Sintético 42;2025;26.3;4.95;40.62;0.604
80043;Distrito Sintético 43;2025;18.76;1.82;37.37;0.533
80044;Distrito Sintético 44;2025;20.85;0.98;31.38;0.866
80045;Distrito Sintético 45;2025;19.22;2.38;66.7;0.753
80046;Distrito Sintético 46;2025;14.36;4.48;62.45;0.208
80047;Distrito Sintético 47;2025;27.51;2.72;40.77;0.818
80048;Distrito Sintético 48;2025;16.35;2.37;42.83;0.73
80049;Distrito Sintético 49;2025;15.06;4.77;53.03;0.286
80050;Distrito Sintético 50;2025;16.97;2.5;37.1;0.423
80051;Distrito Sintético 51;2025;22.16;4.87;93.65;0.754
80052;Distrito Sintético 52;2025;15.25;4.77;60.25;0.595
80053;Distrito Sintético 53;2025;13.73;2.04;56.59;0.893
80054;Distrito Sintético 54;2025;18.69;1.27;86.93;0.399
80055;Distrito Sintético 55;2025;18.16;4.27;85.49;0.747
80056;Distrito Sintético 56;2025;17.91;0.91;73.19;0.468
80057;Distrito Sintético 57;2025;14.57;2.6;66.87;0.265
80058;Distrito Sintético 58;2025;17.87;2.93;41.01;0.159
80059;Distrito Sintético 59;2025;21.58;1.46;53.36;0.563
80060;Distrito Sintético 60;2025;17.95;1.32;69.1;0.884
80061;Distrito Sintético 61;2025;20.08;0.85;71.19;0.721
80062;Distrito Sintético 62;2025;20.63;2.21;57.77;0.796
80063;Distrito Sintético 63;2025;13.09;2.92;64.21;0.101
80064;Distrito Sintético 64;2025;19.93;0.99;61.75;0.448
80065;Distrito Sintético 65;2025;18.22;2.36;89.7;0.697
80066;Distrito Sintético 66;2025;19.59;2.17;90.98;0.871
80067;Distrito Sintético 67;2025;18.66;4.31;66.75;0.443
80068;Distrito Sintético 68;2025;18.2;2.26;66.6;0.525
80069;Distrito Sintético 69;2025;15.66;1.84;59.72;0.86
80070;Distrito Sintético 70;2025;17.93;4.84;50.79;0.757
80071;Distrito Sintético 71;2025;14.68;2.87;44.72;0.209
80072;Distrito Sintético 72;2025;16.45;2.03;51.05;0.234
80073;Distrito Sintético 73;2025;16.37;3.86;40.14;0.839
80074;Distrito Sintético 74;2025;13.49;3.15;87.15;0.456
80075;Distrito Sintético 75;2025;19.2;4.63;77.21;0.653
80076;Distrito Sintético 76;2025;18.2;0.79;84.36;0.748
80077;Distrito Sintético 77;2025;15.81;1.8;64.24;0.65
80078;Distrito Sintético 78;2025;16.31;3.44;30.31;0.378
80079;Distrito Sintético 79;2025;16.17;2.19;42.87;0.414
80080;Distrito Sintético 80;2025;18.23;4.94;93.31;0.275
80081;Distrito Sintético 81;2025;18.46;3.87;65.06;0.478
80082;Distrito Sintético 82;2025;21.34;3.0;73.74;0.686
80083;Distrito Sintético 83;2025;21.0;2.45;32.13;0.312
80084;Distrito Sintético 84;2025;16.74;3.64;51.86;0.775
80085;Distrito Sintético 85;2025;13.15;1.86;65.84;0.181
80086;Distrito Sintético 86;2025;18.87;4.18;46.67;0.705
80087;Distrito Sintético 87;2025;17.69;1.32;78.21;0.369
80088;Distrito Sintético 88;2025;20.36;2.12;55.92;0.716
80089;Distrito Sintético 89;2025;19.69;1.33;75.28;0.432
80090;Distrito Sintético 90;2025;15.26;4.44;54.32;0.289
80091;Distrito Sintético 91;2025;16.46;3.37;68.1;0.204
80092;Distrito Sintético 92;2025;21.84;0.55;43.2;0.13
80093;Distrito Sintético 93;2025;24.05;0.57;49.6;0.482
80094;Distrito Sintético 94;2025;21.07;1.11;51.65;0.668
80095;Distrito Sintético 95;2025;15.48;0.87;86.22;0.216
80096;Distrito Sintético 96;2025;16.26;1.44;63.88;0.394
80001;Distrito Sintético 1;2026;19.74;1.32;53.14;0.541
80002;Distrito Sintético 2;2026;18.34;4.64;48.64;0.496
80003;Distrito Sintético 3;2026;15.88;4.34;45.98;0.652
80004;Distrito Sintético 4;2026;23.7;1.97;61.73;0.434
80005;Distrito Sintético 5;2026;16.43;4.75;54.7;0.611
80006;Distrito Sintético 6;2026;21.28;2.31;44.34;0.813
80007;Distrito Sintético 7;2026;21.0;2.78;76.26;0.629
80008;Distrito Sintético 8;2026;20.51;0.94;33.82;0.472
80009;Distrito Sintético 9;2026;16.8;3.32;54.28;0.228
80010;Distrito Sintético 10;2026;18.82;0.55;54.96;0.168
80011;Distrito Sintético 11;2026;13.26;2.97;56.87;0.289
80012;Distrito Sintético 12;2026;22.54;4.84;88.13;0.497
80013;Distrito Sintético 13;2026;18.37;3.77;54.79;0.491
80014;Distrito Sintético 14;2026;23.55;2.6;59.85;0.779
80015;Distrito Sintético 15;2026;21.34;1.2;88.03;0.339
80016;Distrito Sintético 16;2026;17.3;1.01;67.74;0.651
80017;Distrito Sintético 17;2026;19.28;3.34;44.36;0.132
80018;Distrito Sintético 18;2026;22.32;1.9;41.46;0.179
80019;Distrito Sintético 19;2026;18.73;1.03;39.23;0.176
80020;Distrito Sintético 20;2026;17.59;1.27;39.76;0.836
80021;Distrito Sintético 21;2026;20.14;3.96;73.59;0.284
80022;Distrito Sintético 22;2026;20.54;2.19;85.72;0.284
80023;Distrito Sintético 23;2026;15.15;1.06;81.27;0.688
80024;Distrito Sintético 24;2026;14.07;2.18;52.23;0.3
80025;Distrito Sintético 25;2026;21.8;3.34;56.5;0.54
80026;Distrito Sintético 26;2026;15.76;1.59;94.93;0.818
80027;Distrito Sintético 27;2026;18.39;3.69;38.07;0.123
80028;Distrito Sintético 28;2026;20.14;4.89;45.43;0.165
80029;Distrito Sintético 29;2026;18.93;0.61;88.6;0.229
80030;Distrito Sintético 30;2026;21.08;0.93;30.71;0.778
80031;Distrito Sintético 31;2026;20.78;4.39;40.53;0.441
80032;Distrito Sintético 32;2026;22.51;3.54;78.93;0.422
80033;Distrito Sintético 33;2026;18.7;4.05;41.83;0.588
80034;Distrito Sintético 34;2026;19.87;2.46;90.31;0.337
80035;Distrito Sintético 35;2026;21.31;3.24;86.93;0.314
80036;Distrito Sintético 36;2026;15.78;4.7;83.14;0.605
80037;Distrito Sintético 37;2026;22.08;3.26;61.87;0.504
80038;Distrito Sintético 38;2026;16.96;3.5;34.15;0.304
80039;Distrito Sintético 39;2026;19.52;2.61;68.47;0.77
80040;Distrito Sintético 40;2026;16.27;1.78;76.78;0.538
80041;Distrito Sintético 41;2026;14.73;4.15;50.48;0.757
80042;Distrito Sintético 42;2026;19.91;2.93;56.68;0.415
80043;Distrito Sintético 43;2026;21.88;1.26;36.56;0.691
80044;Distrito Sintético 44;2026;21.18;3.73;45.62;0.296
80045;Distrito Sintético 45;2026;16.89;1.54;52.04;0.829
80046;Distrito Sintético 46;2026;19.43;4.28;94.85;0.301
80047;Distrito Sintético 47;2026;18.9;1.22;56.82;0.488
80048;Distrito Sintético 48;2026;16.01;1.94;37.5;0.823
80049;Distrito Sintético 49;2026;20.39;2.82;90.68;0.305
80050;Distrito Sintético 50;2026;18.18;1.64;38.66;0.16
80051;Distrito Sintético 51;2026;19.74;2.18;66.0;0.475
80052;Distrito Sintético 52;2026;12.91;2.45;84.98;0.856
80053;Distrito Sintético 53;2026;17.2;4.11;55.88;0.397
80054;Distrito Sintético 54;2026;16.97;1.47;54.45;0.532
80055;Distrito Sintético 55;2026;19.81;3.5;33.56;0.809
80056;Distrito Sintético 56;2026;18.53;2.82;32.89;0.27
80057;Distrito Sintético 57;2026;17.21;2.26;57.34;0.395
80058;Distrito Sintético 58;2026;21.62;2.53;79.02;0.543
80059;Distrito Sintético 59;2026;17.59;3.12;31.83;0.263
80060;Distrito Sintético 60;2026;17.06;0.82;78.25;0.308
80061;Distrito Sintético 61;2026;16.58;3.86;37.19;0.187
80062;Distrito Sintético 62;2026;17.09;3.25;71.92;0.656
80063;Distrito Sintético 63;2026;16.21;4.32;33.45;0.849
80064;Distrito Sintético 64;2026;17.0;1.93;37.34;0.328
80065;Distrito Sintético 65;2026;15.52;1.95;74.57;0.314
80066;Distrito Sintético 66;2026;15.77;0.96;68.34;0.19
80067;Distrito Sintético 67;2026;17.31;4.06;50.41;0.683
80068;Distrito Sintético 68;2026;14.57;2.43;89.14;0.474
80069;Distrito Sintético 69;2026;20.19;3.64;86.43;0.431
80070;Distrito Sintético 70;2026;19.76;4.07;88.68;0.673
80071;Distrito Sintético 71;2026;16.99;1.9;59.43;0.524
80072;Distrito Sintético 72;2026;18.42;3.41;52.95;0.634
80073;Distrito Sintético 73;2026;19.94;4.6;61.46;0.299
80074;Distrito Sintético 74;2026;18.5;1.02;88.8;0.873
80075;Distrito Sintético 75;2026;18.65;3.35;42.22;0.287
80076;Distrito Sintético 76;2026;20.29;1.81;53.44;0.472
80077;Distrito Sintético 77;2026;19.73;1.71;43.71;0.589
80078;Distrito Sintético 78;2026;14.79;1.12;72.43;0.399
80079;Distrito Sintético 79;2026;16.57;4.83;93.21;0.203
80080;Distrito Sintético 80;2026;14.93;1.67;52.72;0.586
80081;Distrito Sintético 81;2026;17.01;2.18;80.62;0.746
80082;Distrito Sintético 82;2026;14.62;4.76;61.27;0.102
80083;Distrito Sintético 83;2026;18.68;3.12;52.84;0.822
80084;Distrito Sintético 84;2026;19.37;1.4;42.55;0.358
80085;Distrito Sintético 85;2026;15.83;4.06;36.08;0.602
80086;Distrito Sintético 86;2026;20.31;2.02;72.21;0.578
80087;Distrito Sintético 87;2026;18.14;0.92;69.96;0.194
80088;Distrito Sintético 88;2026;22.3;4.67;45.83;0.12
80089;Distrito Sintético 89;2026;20.72;2.96;92.23;0.484
80090;Distrito Sintético 90;2026;17.34;3.71;32.04;0.315
80091;Distrito Sintético 91;2026;18.69;1.37;48.6;0.654
80092;Distrito Sintético 92;2026;12.29;4.21;73.43;0.463
80093;Distrito Sintético 93;2026;21.31;4.43;70.01;0.667
80094;Distrito Sintético 94;2026;19.01;3.16;85.88;0.183
80095;Distrito Sintético 95;2026;20.84;4.07;67.88;0.172
80096;Distrito Sintético 96;2026;20.0;0.6;35.62;0.792
